player_id,team_id,of_def_flag,"Right Side(R), 8-16 ft.","Right Side(R), 16-24 ft.","Right Side(R), 24+ ft.","Left Side(L), 8-16 ft.","Left Side(L), 16-24 ft.","Left Side(L), 24+ ft.","Center(C), Less Than 8 ft.","Center(C), 8-16 ft.","Center(C), 16-24 ft.","Center(C), 24+ ft.","Right Side Center(RC), 16-24 ft.","Right Side Center(RC), 24+ ft.","Left Side Center(LC), 16-24 ft.","Left Side Center(LC), 24+ ft."
Marvin Williams,Charlotte Hornets,of,13053.0,28215.0,12074.0,21010.0,8283.0,14477.0,3744.0,3404.0,13885.0,8174.0,11823.0,3539.0,3268.0,14601.0
Mason Plumlee,Portland Trail Blazers,def,15470.0,27089.0,24242.0,35422.0,8082.0,4343.0,948.0,48.0,13537.0,8465.0,3780.0,1312.0,126.0,16514.0
Mason Plumlee,Portland Trail Blazers,of,15938.0,28081.0,24395.0,37209.0,8065.0,4329.0,1125.0,100.0,14305.0,8276.0,3768.0,1247.0,123.0,15881.0
Matthew Dellavedova,Cleveland Cavaliers,def,6811.0,27989.0,6331.0,7264.0,6602.0,15849.0,3066.0,2983.0,7046.0,6434.0,15844.0,3437.0,3828.0,8124.0
Matthew Dellavedova,Cleveland Cavaliers,of,7132.0,32744.0,7560.0,8588.0,6635.0,16217.0,2979.0,2389.0,8116.0,7224.0,16177.0,3154.0,3174.0,8648.0
Maurice Harkless,Portland Trail Blazers,def,4383.0,9462.0,5281.0,12075.0,5499.0,12903.0,4751.0,5245.0,11157.0,5616.0,11760.0,4072.0,5818.0,12623.0
Maurice Harkless,Portland Trail Blazers,of,4936.0,11548.0,5263.0,11701.0,5632.0,13259.0,4525.0,4749.0,10684.0,5571.0,11946.0,3910.0,5250.0,11683.0
Meyers Leonard,Portland Trail Blazers,def,12439.0,25440.0,13839.0,18230.0,6537.0,7263.0,1582.0,1367.0,9969.0,5912.0,5502.0,1285.0,1147.0,8556.0
Meyers Leonard,Portland Trail Blazers,of,12380.0,25321.0,14444.0,18263.0,7511.0,7687.0,1551.0,1256.0,10484.0,6807.0,6703.0,1912.0,1912.0,8437.0
Michael Carter-Williams,Milwaukee Bucks,def,9539.0,37249.0,9332.0,14362.0,8712.0,19195.0,4039.0,1083.0,10228.0,8757.0,15014.0,3667.0,846.0,9330.0
Michael Carter-Williams,Milwaukee Bucks,of,9228.0,37447.0,8389.0,13403.0,9088.0,19369.0,4167.0,1342.0,10506.0,8558.0,15205.0,3410.0,1040.0,9680.0
Mike Conley,Memphis Grizzlies,def,9556.0,37672.0,8700.0,10925.0,9911.0,25393.0,4477.0,1705.0,11522.0,8719.0,21331.0,4430.0,1897.0,9702.0
Mike Conley,Memphis Grizzlies,of,9013.0,35770.0,8355.0,9645.0,10103.0,25820.0,4645.0,1809.0,11826.0,8476.0,21475.0,3728.0,1556.0,10051.0
Mike Muscala,Atlanta Hawks,def,4780.0,7645.0,5823.0,8800.0,1681.0,1205.0,823.0,544.0,3773.0,1645.0,1192.0,500.0,409.0,3032.0
Mike Muscala,Atlanta Hawks,of,5420.0,8380.0,6672.0,11157.0,1937.0,1423.0,933.0,830.0,5270.0,1702.0,1134.0,722.0,524.0,4738.0
Mike Scott,Atlanta Hawks,def,7474.0,15271.0,7607.0,13080.0,4189.0,3243.0,1356.0,1608.0,8158.0,4751.0,3317.0,1656.0,988.0,7969.0
Mike Scott,Atlanta Hawks,of,6355.0,11863.0,6054.0,9611.0,3617.0,3648.0,1329.0,1185.0,6305.0,3438.0,2657.0,1236.0,1055.0,5523.0
Miles Plumlee,Milwaukee Bucks,def,2433.0,3154.0,2973.0,6457.0,1466.0,504.0,202.0,3.0,2528.0,1150.0,267.0,209.0,10.0,3258.0
Miles Plumlee,Milwaukee Bucks,of,2881.0,3922.0,3713.0,6813.0,1618.0,515.0,174.0,0.0,2897.0,1482.0,359.0,137.0,0.0,2869.0
Mirza Teletovic,Phoenix Suns,def,7830.0,19290.0,7592.0,13652.0,6169.0,9778.0,2147.0,1260.0,9232.0,5716.0,8988.0,1682.0,1254.0,7703.0
Mirza Teletovic,Phoenix Suns,of,7750.0,19233.0,7875.0,15303.0,5672.0,9928.0,1814.0,1091.0,8927.0,6073.0,8486.0,1869.0,1509.0,8384.0
Montrezl Harrell,Houston Rockets,def,2886.0,4706.0,3492.0,7078.0,1956.0,1150.0,322.0,70.0,4136.0,1232.0,937.0,308.0,65.0,2522.0
Montrezl Harrell,Houston Rockets,of,3037.0,4395.0,2948.0,5540.0,1543.0,873.0,309.0,75.0,4650.0,1001.0,815.0,336.0,132.0,2470.0
Myles Turner,Indiana Pacers,def,5343.0,6925.0,7141.0,9845.0,1609.0,533.0,262.0,2.0,3851.0,1550.0,526.0,322.0,63.0,5512.0
Myles Turner,Indiana Pacers,of,5310.0,7676.0,7156.0,10421.0,1684.0,553.0,369.0,34.0,4705.0,1837.0,465.0,286.0,31.0,4977.0
Nemanja Bjelica,Minnesota Timberwolves,def,9081.0,19577.0,8421.0,16133.0,5161.0,8025.0,1447.0,1290.0,7844.0,5712.0,7213.0,2218.0,1301.0,8759.0
Nemanja Bjelica,Minnesota Timberwolves,of,8585.0,17235.0,8098.0,14939.0,4434.0,7593.0,1470.0,1142.0,6257.0,4959.0,6114.0,1790.0,963.0,8496.0
Nene ,Washington Wizards,def,5417.0,8790.0,5078.0,8388.0,1844.0,782.0,463.0,18.0,4109.0,2702.0,1009.0,373.0,16.0,3734.0
Nene ,Washington Wizards,of,5186.0,8631.0,5074.0,7970.0,1896.0,1113.0,325.0,0.0,3411.0,3383.0,1291.0,631.0,14.0,4512.0
Nerlens Noel,Philadelphia 76ers,def,18995.0,27384.0,21197.0,32690.0,7529.0,3499.0,1627.0,69.0,15042.0,7126.0,2889.0,1431.0,29.0,14087.0
Nerlens Noel,Philadelphia 76ers,of,17685.0,25779.0,19250.0,30244.0,6640.0,3219.0,1004.0,42.0,14504.0,6966.0,3063.0,1437.0,68.0,14171.0
Nick Collison,Oklahoma City Thunder,def,8541.0,9332.0,8024.0,11327.0,4625.0,2888.0,976.0,318.0,6790.0,3923.0,1592.0,874.0,463.0,5913.0
Nick Collison,Oklahoma City Thunder,of,7962.0,9195.0,8366.0,12772.0,5529.0,2922.0,953.0,250.0,6734.0,3515.0,1535.0,738.0,315.0,6999.0
Nick Young,Los Angeles Lakers,def,3399.0,9113.0,3256.0,6281.0,4651.0,12675.0,2922.0,3137.0,8366.0,4990.0,13106.0,4126.0,4801.0,8133.0
Nick Young,Los Angeles Lakers,of,3956.0,10395.0,2987.0,5842.0,4926.0,13800.0,3117.0,4117.0,7794.0,4536.0,12221.0,3794.0,4293.0,8415.0
Nicolas Batum,Charlotte Hornets,def,7291.0,21368.0,7569.0,15348.0,10506.0,26147.0,9195.0,3821.0,16043.0,11569.0,19519.0,7544.0,2061.0,17569.0
Nicolas Batum,Charlotte Hornets,of,6692.0,17774.0,7221.0,14070.0,9875.0,22719.0,9056.0,4148.0,13914.0,10232.0,18451.0,7470.0,1929.0,15985.0
Nik Stauskas,Philadelphia 76ers,def,3945.0,15066.0,4277.0,8579.0,6662.0,21608.0,3857.0,7185.0,9400.0,6220.0,18569.0,3874.0,6189.0,11498.0
Nik Stauskas,Philadelphia 76ers,of,3519.0,13079.0,3737.0,6736.0,5553.0,17357.0,3025.0,4600.0,8659.0,4970.0,15819.0,2890.0,5899.0,8084.0
Nikola Jokic,Denver Nuggets,def,12858.0,18833.0,17627.0,22732.0,4518.0,1909.0,679.0,64.0,9502.0,6289.0,2225.0,637.0,234.0,9456.0
Nikola Jokic,Denver Nuggets,of,13085.0,19123.0,16659.0,23015.0,4858.0,2559.0,890.0,151.0,9489.0,6463.0,2031.0,822.0,107.0,10153.0
Nikola Mirotic,Chicago Bulls,def,8848.0,23021.0,8405.0,16304.0,6483.0,10507.0,3106.0,2431.0,10439.0,5390.0,8679.0,2872.0,2408.0,9234.0
Nikola Mirotic,Chicago Bulls,of,8059.0,21896.0,8231.0,15482.0,5219.0,11584.0,3381.0,2746.0,10675.0,6170.0,8466.0,2698.0,2174.0,10075.0
Nikola Vucevic,Orlando Magic,def,18789.0,25603.0,22420.0,34438.0,8294.0,3103.0,1370.0,38.0,16321.0,6504.0,1783.0,1245.0,42.0,15963.0
Nikola Vucevic,Orlando Magic,of,18515.0,23970.0,22143.0,30278.0,8412.0,2949.0,1403.0,33.0,15284.0,7078.0,1850.0,1043.0,73.0,15474.0
Noah Vonleh,Portland Trail Blazers,def,9358.0,17258.0,10929.0,17248.0,6948.0,3136.0,1105.0,258.0,10463.0,6014.0,2088.0,1480.0,465.0,8704.0
Noah Vonleh,Portland Trail Blazers,of,9602.0,18240.0,11425.0,19503.0,6782.0,2961.0,893.0,136.0,9773.0,6136.0,2181.0,1389.0,515.0,9874.0
Norman Powell,Toronto Raptors,def,354.0,1155.0,537.0,580.0,715.0,1296.0,451.0,388.0,858.0,263.0,1127.0,249.0,599.0,565.0
Norman Powell,Toronto Raptors,of,683.0,1858.0,666.0,979.0,534.0,1803.0,543.0,839.0,814.0,1033.0,2000.0,594.0,566.0,931.0
Omer Asik,New Orleans Pelicans,def,7972.0,13083.0,11923.0,21505.0,2995.0,2541.0,408.0,43.0,6086.0,4066.0,2538.0,455.0,44.0,6161.0
Omer Asik,New Orleans Pelicans,of,7068.0,11917.0,11179.0,19317.0,3036.0,2550.0,424.0,10.0,6374.0,3757.0,2341.0,510.0,13.0,5583.0
Omri Casspi,Sacramento Kings,def,8065.0,26250.0,9670.0,19700.0,7359.0,16692.0,3478.0,3694.0,12883.0,7737.0,16900.0,3311.0,3814.0,14456.0
Omri Casspi,Sacramento Kings,of,8573.0,27012.0,9176.0,19664.0,7935.0,15951.0,3650.0,4314.0,14709.0,8350.0,17061.0,3184.0,3948.0,14484.0
Otto Porter Jr.,Washington Wizards,def,8035.0,20045.0,8364.0,14541.0,8155.0,14418.0,5177.0,4095.0,10630.0,7675.0,13099.0,5397.0,4326.0,11827.0
Otto Porter Jr.,Washington Wizards,of,8264.0,20629.0,8780.0,13658.0,8435.0,15770.0,6038.0,5315.0,10528.0,8367.0,13547.0,5293.0,4173.0,11882.0
PJ Tucker,Phoenix Suns,def,8596.0,19186.0,7871.0,17758.0,8051.0,15416.0,4952.0,9898.0,11937.0,8923.0,14938.0,5337.0,10063.0,15128.0
PJ Tucker,Phoenix Suns,of,8267.0,19673.0,7960.0,16534.0,8865.0,16140.0,5816.0,10351.0,12026.0,9290.0,16296.0,5729.0,10881.0,14124.0
Pat Connaughton,Portland Trail Blazers,def,414.0,1407.0,414.0,715.0,493.0,1627.0,528.0,559.0,514.0,465.0,1312.0,403.0,370.0,906.0
Pat Connaughton,Portland Trail Blazers,of,185.0,424.0,206.0,257.0,155.0,649.0,124.0,217.0,281.0,340.0,493.0,310.0,52.0,721.0
Patrick Beverley,Houston Rockets,def,6257.0,21145.0,5610.0,7553.0,7396.0,15027.0,4447.0,5083.0,8430.0,6532.0,13858.0,3138.0,4507.0,7410.0
Patrick Beverley,Houston Rockets,of,5665.0,19648.0,5025.0,7162.0,6248.0,13625.0,3477.0,4349.0,7363.0,5834.0,13276.0,3487.0,3392.0,7049.0
Patrick Patterson,Toronto Raptors,def,10592.0,25944.0,10107.0,16615.0,7281.0,12718.0,3351.0,4340.0,9365.0,7978.0,12596.0,3008.0,4289.0,10107.0
Patrick Patterson,Toronto Raptors,of,11004.0,25049.0,10774.0,16960.0,7751.0,13149.0,2648.0,3951.0,8286.0,7355.0,12086.0,2844.0,3977.0,8972.0
Patty Mills,San Antonio Spurs,def,5431.0,27180.0,4854.0,6058.0,6759.0,16851.0,4776.0,3081.0,7850.0,6204.0,13840.0,4184.0,3196.0,6950.0
Patty Mills,San Antonio Spurs,of,5232.0,25964.0,4178.0,5639.0,6043.0,16186.0,3874.0,3048.0,7063.0,5714.0,13531.0,3995.0,2975.0,7193.0
Pau Gasol,Chicago Bulls,def,18166.0,29553.0,24422.0,37381.0,5694.0,2514.0,1907.0,612.0,14098.0,6656.0,2469.0,1237.0,512.0,12893.0
Pau Gasol,Chicago Bulls,of,18555.0,28470.0,24300.0,34513.0,5356.0,3025.0,2357.0,1012.0,13213.0,6117.0,2500.0,1631.0,675.0,10888.0
Paul George,Indiana Pacers,def,9339.0,29039.0,9934.0,20625.0,11135.0,21939.0,7429.0,2865.0,17037.0,11566.0,20874.0,8558.0,4280.0,18672.0
Paul George,Indiana Pacers,of,9397.0,31260.0,10369.0,20952.0,11473.0,24940.0,8303.0,2962.0,16721.0,12833.0,23143.0,9214.0,4759.0,21391.0
Paul Millsap,Atlanta Hawks,def,17284.0,36747.0,18828.0,35476.0,8269.0,7671.0,3260.0,1212.0,15925.0,9887.0,7867.0,3846.0,1206.0,16828.0
Paul Millsap,Atlanta Hawks,of,18989.0,37263.0,19613.0,36811.0,8685.0,7761.0,3684.0,971.0,17498.0,10712.0,8498.0,4720.0,1845.0,18625.0
Quincy Acy,Sacramento Kings,def,3778.0,5968.0,3626.0,5807.0,1592.0,826.0,508.0,184.0,3481.0,2033.0,790.0,528.0,231.0,3171.0
Quincy Acy,Sacramento Kings,of,3084.0,3896.0,2973.0,5450.0,1885.0,1182.0,896.0,341.0,2818.0,1666.0,758.0,514.0,180.0,2989.0
RJ Hunter,Boston Celtics,def,994.0,3079.0,1230.0,1571.0,2057.0,5380.0,1924.0,2247.0,2230.0,1614.0,4960.0,1639.0,2696.0,2494.0
RJ Hunter,Boston Celtics,of,1354.0,3034.0,975.0,1870.0,2124.0,4315.0,2311.0,2146.0,2377.0,1511.0,3898.0,1393.0,2323.0,2558.0
Rajon Rondo,Sacramento Kings,def,12857.0,40722.0,12161.0,16024.0,12278.0,25487.0,5346.0,2459.0,14974.0,9429.0,17444.0,4317.0,2071.0,11749.0
Rajon Rondo,Sacramento Kings,of,11855.0,40437.0,12581.0,16263.0,11542.0,24298.0,5382.0,2242.0,15760.0,11137.0,18900.0,4290.0,2182.0,13693.0
Ramon Sessions,Washington Wizards,def,4436.0,21439.0,4874.0,6169.0,5665.0,15836.0,2849.0,3225.0,6350.0,6190.0,16032.0,2680.0,2725.0,7309.0
Ramon Sessions,Washington Wizards,of,5231.0,23778.0,5244.0,6894.0,6645.0,18253.0,3611.0,3942.0,6795.0,6173.0,17295.0,3531.0,3443.0,7923.0
Rashad Vaughn,Milwaukee Bucks,def,1500.0,4706.0,1463.0,3800.0,2813.0,6745.0,2473.0,2500.0,4519.0,2432.0,9201.0,2688.0,6865.0,3940.0
Rashad Vaughn,Milwaukee Bucks,of,1574.0,3975.0,1295.0,3729.0,2859.0,6812.0,2496.0,2386.0,5035.0,2096.0,7234.0,2340.0,5273.0,3621.0
Raul Neto,Utah Jazz,def,5382.0,21675.0,5042.0,6088.0,5647.0,16086.0,3357.0,5139.0,7256.0,5633.0,14733.0,3034.0,4955.0,7863.0
Raul Neto,Utah Jazz,of,4855.0,20827.0,4911.0,5728.0,5670.0,15482.0,3111.0,4429.0,6548.0,5481.0,13680.0,2890.0,4448.0,6855.0
Raymond Felton,Dallas Mavericks,def,7534.0,29009.0,7028.0,10666.0,8354.0,20667.0,4312.0,3231.0,9388.0,7332.0,23289.0,4771.0,4646.0,8891.0
Raymond Felton,Dallas Mavericks,of,6736.0,28730.0,6840.0,10041.0,8029.0,20003.0,5056.0,3581.0,9878.0,7113.0,22520.0,4217.0,5037.0,9362.0
Reggie Bullock,Detroit Pistons,def,561.0,1293.0,427.0,780.0,704.0,1367.0,862.0,1010.0,766.0,538.0,1422.0,697.0,697.0,895.0
Reggie Bullock,Detroit Pistons,of,427.0,1205.0,644.0,868.0,477.0,1263.0,966.0,756.0,863.0,674.0,1496.0,444.0,866.0,1034.0
Reggie Jackson,Detroit Pistons,def,9541.0,53144.0,9641.0,15528.0,8862.0,16750.0,3488.0,1168.0,11837.0,8770.0,14129.0,3470.0,837.0,13251.0
Reggie Jackson,Detroit Pistons,of,9943.0,54826.0,10510.0,15549.0,8724.0,17629.0,3911.0,1015.0,12742.0,9673.0,14979.0,3559.0,961.0,11507.0
Richard Jefferson,Cleveland Cavaliers,def,3385.0,8730.0,3707.0,5703.0,4942.0,11320.0,4117.0,8155.0,7973.0,4226.0,10155.0,3121.0,8759.0,7354.0
Richard Jefferson,Cleveland Cavaliers,of,3476.0,9298.0,3764.0,5508.0,4764.0,11117.0,4370.0,6592.0,7529.0,4604.0,11377.0,3755.0,8804.0,7744.0
Richaun Holmes,Philadelphia 76ers,def,5408.0,9381.0,7462.0,12396.0,2555.0,927.0,347.0,76.0,6232.0,2510.0,1119.0,435.0,10.0,6386.0
Richaun Holmes,Philadelphia 76ers,of,5518.0,9849.0,7577.0,13208.0,2967.0,1457.0,626.0,168.0,6692.0,2302.0,1194.0,429.0,74.0,6258.0
Ricky Rubio,Minnesota Timberwolves,def,9174.0,41159.0,9873.0,13116.0,9478.0,24442.0,4515.0,1530.0,11017.0,8203.0,17372.0,3685.0,1535.0,10559.0
Ricky Rubio,Minnesota Timberwolves,of,7816.0,37274.0,8731.0,11822.0,8730.0,20623.0,4364.0,2053.0,10360.0,7886.0,16951.0,3593.0,1340.0,9600.0
Robert Covington,Philadelphia 76ers,def,7194.0,19495.0,7889.0,15609.0,5713.0,15503.0,2537.0,3244.0,9114.0,5784.0,15402.0,3237.0,5027.0,11079.0
Robert Covington,Philadelphia 76ers,of,7612.0,19809.0,6987.0,13076.0,5702.0,14339.0,2058.0,3544.0,8304.0,5755.0,15134.0,2834.0,3591.0,9365.0
Robin Lopez,New York Knicks,def,13874.0,23575.0,25015.0,34773.0,4235.0,1514.0,1076.0,28.0,21791.0,4039.0,1081.0,847.0,44.0,17324.0
Robin Lopez,New York Knicks,of,13833.0,23324.0,24881.0,34660.0,4476.0,1226.0,1149.0,146.0,21893.0,3817.0,1009.0,691.0,2.0,17072.0
Rodney Hood,Utah Jazz,def,7071.0,23702.0,7371.0,11846.0,9229.0,20452.0,6279.0,7360.0,12828.0,8817.0,20281.0,6605.0,8343.0,13022.0
Rodney Hood,Utah Jazz,of,7234.0,25560.0,7429.0,12784.0,10110.0,23110.0,7335.0,7705.0,13193.0,8934.0,21171.0,5849.0,7969.0,13063.0
Rondae Hollis-Jefferson,Brooklyn Nets,def,2639.0,5381.0,2876.0,5987.0,3215.0,4821.0,3044.0,1670.0,4015.0,2752.0,4938.0,3032.0,3282.0,4211.0
Rondae Hollis-Jefferson,Brooklyn Nets,of,2224.0,6013.0,2750.0,6302.0,2575.0,4534.0,3003.0,1577.0,4366.0,2561.0,4589.0,2978.0,2214.0,3682.0
Rudy Gay,Sacramento Kings,def,12264.0,27925.0,13199.0,23061.0,9907.0,13640.0,5983.0,2436.0,15248.0,11426.0,15268.0,6922.0,3382.0,17699.0
Rudy Gay,Sacramento Kings,of,12783.0,27342.0,13702.0,23095.0,10058.0,12441.0,5533.0,2265.0,15793.0,10588.0,13450.0,6345.0,3176.0,17052.0
Rudy Gobert,Utah Jazz,def,13671.0,18850.0,15102.0,23603.0,4647.0,943.0,289.0,34.0,9279.0,4239.0,1027.0,362.0,40.0,8712.0
Rudy Gobert,Utah Jazz,of,11822.0,17278.0,12814.0,22995.0,3926.0,891.0,413.0,10.0,10229.0,3726.0,899.0,413.0,36.0,7878.0
Russell Westbrook,Oklahoma City Thunder,def,14979.0,51407.0,12947.0,18444.0,13694.0,20946.0,4902.0,917.0,14165.0,11268.0,16975.0,4022.0,1398.0,12918.0
Russell Westbrook,Oklahoma City Thunder,of,15485.0,50984.0,13286.0,17624.0,13666.0,22135.0,5262.0,998.0,13937.0,12048.0,19873.0,4600.0,1977.0,13762.0
Ryan Anderson,New Orleans Pelicans,def,17999.0,31341.0,15753.0,22706.0,9895.0,11464.0,3313.0,971.0,14455.0,10717.0,9757.0,3139.0,796.0,17580.0
Ryan Anderson,New Orleans Pelicans,of,19308.0,31957.0,16347.0,24606.0,9250.0,11514.0,2662.0,786.0,14887.0,10220.0,10043.0,3409.0,681.0,17467.0
Salah Mejri,Dallas Mavericks,def,1152.0,1544.0,1088.0,1986.0,369.0,137.0,35.0,2.0,795.0,492.0,243.0,63.0,21.0,741.0
Salah Mejri,Dallas Mavericks,of,506.0,793.0,737.0,1208.0,313.0,147.0,19.0,0.0,515.0,361.0,112.0,37.0,0.0,423.0
Sam Dekker,Houston Rockets,of,24.0,71.0,21.0,36.0,2.0,58.0,14.0,45.0,20.0,99.0,47.0,0.0,13.0,362.0
Sean Kilpatrick,Denver Nuggets,def,61.0,238.0,93.0,152.0,135.0,438.0,122.0,443.0,262.0,147.0,316.0,212.0,119.0,316.0
Sean Kilpatrick,Denver Nuggets,of,115.0,333.0,74.0,152.0,197.0,642.0,116.0,334.0,176.0,166.0,336.0,202.0,107.0,381.0
Serge Ibaka,Oklahoma City Thunder,def,22748.0,31271.0,20620.0,32693.0,13553.0,13870.0,3614.0,3507.0,14555.0,11440.0,7239.0,2739.0,3250.0,14300.0
Serge Ibaka,Oklahoma City Thunder,of,21740.0,31332.0,19872.0,31612.0,14436.0,15034.0,3220.0,3249.0,15488.0,10409.0,7214.0,2812.0,3502.0,13328.0
Seth Curry,Sacramento Kings,def,1461.0,5097.0,1541.0,2243.0,1845.0,3993.0,1450.0,892.0,2797.0,2085.0,4040.0,1746.0,1103.0,2117.0
Seth Curry,Sacramento Kings,of,1179.0,3539.0,1264.0,1845.0,1415.0,3207.0,1432.0,1101.0,1919.0,1449.0,2889.0,1737.0,1073.0,2210.0
Shabazz Muhammad,Minnesota Timberwolves,def,3651.0,9968.0,4201.0,10711.0,5499.0,12083.0,7042.0,7897.0,10462.0,6813.0,11889.0,6667.0,7715.0,11238.0
Shabazz Muhammad,Minnesota Timberwolves,of,4461.0,10247.0,4622.0,11808.0,5953.0,12974.0,7907.0,8145.0,11705.0,6912.0,12565.0,7480.0,7213.0,12787.0
Shabazz Napier,Orlando Magic,def,3521.0,14406.0,3298.0,3273.0,3203.0,9038.0,1954.0,1310.0,3353.0,3324.0,7412.0,1568.0,976.0,3342.0
Shabazz Napier,Orlando Magic,of,2898.0,12784.0,2727.0,3050.0,2920.0,7987.0,1289.0,1043.0,3293.0,2858.0,7776.0,1569.0,928.0,3149.0
Shane Larkin,Brooklyn Nets,def,5177.0,24095.0,4250.0,6665.0,5470.0,12892.0,2574.0,1076.0,5603.0,5883.0,11049.0,2324.0,1354.0,7323.0
Shane Larkin,Brooklyn Nets,of,5381.0,23897.0,4518.0,6815.0,6457.0,13969.0,2899.0,1404.0,6775.0,5900.0,12548.0,3035.0,1394.0,6677.0
Shaun Livingston,Golden State Warriors,def,5632.0,17578.0,5781.0,10981.0,7980.0,12788.0,4884.0,1676.0,10776.0,6752.0,10582.0,4371.0,2050.0,9623.0
Shaun Livingston,Golden State Warriors,of,6354.0,16584.0,5813.0,9129.0,7472.0,11525.0,4441.0,1692.0,9057.0,6677.0,9707.0,3461.0,1132.0,9274.0
Shelvin Mack,Atlanta Hawks,def,1109.0,4660.0,1006.0,1169.0,1364.0,3124.0,736.0,352.0,1271.0,1310.0,3169.0,618.0,275.0,1356.0
Shelvin Mack,Atlanta Hawks,of,983.0,3447.0,933.0,1174.0,910.0,2748.0,374.0,270.0,979.0,1057.0,2470.0,372.0,214.0,933.0
Solomon Hill,Indiana Pacers,def,2127.0,5450.0,1971.0,3143.0,1276.0,2350.0,556.0,334.0,1976.0,1682.0,2300.0,760.0,391.0,2873.0
Solomon Hill,Indiana Pacers,of,2170.0,5627.0,2404.0,4367.0,1364.0,2110.0,820.0,357.0,2848.0,2056.0,1853.0,934.0,506.0,3684.0
Spencer Dinwiddie,Detroit Pistons,def,973.0,4399.0,688.0,751.0,876.0,2335.0,507.0,270.0,1015.0,818.0,1604.0,240.0,79.0,682.0
Spencer Dinwiddie,Detroit Pistons,of,789.0,4465.0,664.0,850.0,967.0,2164.0,371.0,50.0,1049.0,716.0,1291.0,231.0,60.0,591.0
Stanley Johnson,Detroit Pistons,def,5336.0,15595.0,5232.0,10045.0,7571.0,15378.0,9091.0,5951.0,7483.0,6496.0,16749.0,8513.0,10066.0,8414.0
Stanley Johnson,Detroit Pistons,of,5048.0,13281.0,5020.0,9870.0,7006.0,13803.0,8424.0,6030.0,8155.0,6033.0,15440.0,7970.0,10335.0,7513.0
Stephen Curry,Golden State Warriors,def,12356.0,38103.0,10104.0,14334.0,13034.0,22737.0,6305.0,1108.0,13987.0,12070.0,19500.0,5864.0,1134.0,14399.0
Stephen Curry,Golden State Warriors,of,11924.0,37522.0,10154.0,13476.0,13426.0,22095.0,6789.0,1289.0,14756.0,12305.0,21230.0,6815.0,1432.0,15738.0
Steven Adams,Oklahoma City Thunder,def,14492.0,21620.0,20399.0,33871.0,4492.0,2206.0,611.0,151.0,14372.0,5973.0,2375.0,791.0,207.0,10568.0
Steven Adams,Oklahoma City Thunder,of,16370.0,26363.0,23909.0,37883.0,4111.0,1972.0,514.0,118.0,13427.0,7048.0,2249.0,572.0,86.0,12784.0
T.J. McConnell,Philadelphia 76ers,def,7210.0,31007.0,6451.0,9220.0,6725.0,17246.0,3545.0,1334.0,6940.0,7029.0,17892.0,3609.0,1815.0,7563.0
T.J. McConnell,Philadelphia 76ers,of,6334.0,30035.0,6195.0,8465.0,6679.0,16009.0,3475.0,1314.0,6812.0,5907.0,15916.0,3096.0,1562.0,6996.0
TJ Warren,Phoenix Suns,def,6739.0,12810.0,5627.0,9236.0,7724.0,15293.0,6062.0,5409.0,10704.0,7387.0,18315.0,5835.0,7593.0,9889.0
TJ Warren,Phoenix Suns,of,5433.0,11963.0,5382.0,9331.0,6222.0,14878.0,5659.0,6494.0,10142.0,7027.0,15336.0,6366.0,6020.0,10848.0
Taj Gibson,Chicago Bulls,def,13399.0,20225.0,15533.0,24514.0,7361.0,3424.0,1857.0,179.0,16555.0,7503.0,2954.0,1357.0,39.0,11645.0
Taj Gibson,Chicago Bulls,of,13007.0,20544.0,15354.0,23331.0,7320.0,3533.0,1720.0,103.0,16411.0,7271.0,3115.0,1425.0,86.0,11738.0
Tarik Black,Los Angeles Lakers,def,1860.0,2490.0,2051.0,3544.0,612.0,229.0,34.0,0.0,1333.0,798.0,213.0,61.0,7.0,1253.0
Tarik Black,Los Angeles Lakers,of,2228.0,3222.0,2109.0,4444.0,804.0,350.0,94.0,12.0,1780.0,1034.0,588.0,189.0,11.0,1616.0
Terrence Ross,Toronto Raptors,def,4102.0,12582.0,4030.0,6475.0,6701.0,12762.0,5891.0,5240.0,7097.0,5359.0,13646.0,4977.0,7746.0,7646.0
Terrence Ross,Toronto Raptors,of,4758.0,14276.0,4391.0,7971.0,6846.0,14322.0,5868.0,5716.0,8619.0,6184.0,15065.0,6527.0,8720.0,9247.0
Terry Rozier,Boston Celtics,def,640.0,2619.0,541.0,938.0,983.0,3447.0,661.0,344.0,903.0,758.0,2070.0,421.0,221.0,841.0
Terry Rozier,Boston Celtics,of,844.0,2173.0,520.0,864.0,811.0,1579.0,432.0,112.0,975.0,530.0,1909.0,322.0,496.0,637.0
Thabo Sefolosha,Atlanta Hawks,def,5998.0,13676.0,6167.0,11013.0,6754.0,14564.0,4339.0,5142.0,8858.0,7260.0,15277.0,4911.0,5835.0,10404.0
Thabo Sefolosha,Atlanta Hawks,of,5435.0,13596.0,6681.0,11105.0,6825.0,15882.0,4540.0,5176.0,9619.0,7354.0,16433.0,5179.0,5349.0,12093.0
Thaddeus Young,Brooklyn Nets,def,17133.0,30957.0,16485.0,31358.0,8558.0,5753.0,2237.0,702.0,19971.0,8492.0,5154.0,1997.0,722.0,20306.0
Thaddeus Young,Brooklyn Nets,of,17448.0,32072.0,16558.0,33243.0,8562.0,6069.0,1982.0,399.0,20439.0,8568.0,4875.0,2124.0,520.0,21622.0
